date	day_of_week	brand	cnt
762	5	4	461
762	5	5	459
763	6	1	139
763	6	2	118
763	6	3	57
763	6	4	128
763	6	5	55
764	1	1	333
764	1	2	444
764	1	3	476
764	1	4	282
764	1	5	502
765	2	1	508
765	2	2	370
765	2	3	539
765	2	4	256
765	2	5	573
766	3	1	323
766	3	2	314
766	3	3	265
766	3	4	239
766	3	5	306
767	4	1	186
767	4	2	345
767	4	3	249
767	4	4	258
767	4	5	440
768	5	1	425
768	5	2	269
768	5	3	295
768	5	4	205
768	5	5	437
769	6	1	23
769	6	2	50
769	6	5	55
770	1	1	407
770	1	2	363
770	1	3	431
770	1	4	333
770	1	5	568
771	2	1	439
771	2	2	420
771	2	3	284
771	2	4	480
771	2	5	491
772	3	1	388
772	3	2	549
772	3	3	397
772	3	4	299
772	3	5	331
773	4	1	288
773	4	2	259
773	4	3	416
773	4	4	164
773	4	5	300
774	5	1	222
774	5	2	390
774	5	3	363
774	5	4	179
774	5	5	262
775	6	1	46
775	6	2	101
775	6	3	113
775	6	4	32
775	6	5	27
776	1	1	407
776	1	2	403
776	1	3	544
776	1	4	487
776	1	5	306
777	2	1	439
777	2	2	386
777	2	3	425
777	2	4	320
777	2	5	355
778	3	1	302
778	3	2	439
778	3	3	318
778	3	4	329
778	3	5	280
779	4	1	203
779	4	2	320
779	4	3	499
779	4	4	470
779	4	5	200
780	5	1	314
780	5	2	349
780	5	3	249
780	5	4	256
780	5	5	349
781	6	1	46
781	6	2	67
781	6	3	113
781	6	4	128
781	6	5	27
782	1	1	333
782	1	2	444
782	1	3	748
782	1	4	256
782	1	5	546
783	2	1	485
783	2	2	470
783	2	3	255
783	2	4	416
783	2	5	300
784	3	1	216
784	3	2	298
784	3	3	370
784	3	4	299
784	3	5	204
785	4	1	136
785	4	2	456
785	4	3	229
785	4	4	352
785	4	5	360
786	5	1	240
786	5	2	524
786	5	3	318
786	5	4	384
786	5	5	480
787	6	2	34
787	6	3	28
787	6	5	27
788	2	1	647
788	2	2	689
788	2	3	850
788	2	4	480
788	2	5	491
789	3	1	388
789	3	2	423
789	3	3	582
789	3	4	209
789	3	5	331
790	4	1	152
790	4	2	246
790	4	3	291
790	4	4	188
790	4	5	380
791	5	1	425
791	5	2	336
791	5	3	363
791	5	4	512
791	5	5	415
792	6	1	23
792	6	2	134
792	6	3	28
792	6	4	96
792	6	5	191
793	1	1	407
793	1	2	309
793	1	3	363
793	1	4	384
793	1	5	568
794	2	1	393
794	2	2	336
794	2	3	340
794	2	4	96
794	2	5	300
795	3	1	496
795	3	2	455
795	3	3	503
795	3	4	149
795	3	5	688
796	4	1	152
796	4	2	283
796	4	3	249
796	4	4	376
796	4	5	320
797	5	1	222
797	5	2	444
797	5	3	318
797	5	4	282
797	5	5	393
798	6	1	139
798	6	2	34
798	6	3	28
798	6	4	64
798	6	5	136
799	1	1	296
799	1	2	403
799	1	3	567
799	1	4	436
799	1	5	546
800	2	1	670
800	2	2	605
800	2	3	595
800	2	4	480
800	2	5	655
801	3	1	431
801	3	2	423
801	3	3	503
801	3	4	389
801	3	5	535
802	4	1	186
802	4	2	259
802	4	3	249
802	4	4	188
802	4	5	180
803	5	1	240
803	5	2	524
803	5	3	181
803	5	4	359
803	5	5	371
804	6	1	69
804	6	2	34
804	6	3	28
804	6	4	64
804	6	5	109
805	1	1	425
805	1	2	430
805	1	3	249
805	1	4	384
805	1	5	546
806	2	1	485
806	2	2	521
806	2	3	652
806	2	4	480
806	2	5	382
807	3	1	302
807	3	2	533
807	3	3	423
807	3	4	329
807	3	5	357
808	4	1	220
808	4	2	333
808	4	3	437
808	4	4	188
808	4	5	220
809	5	1	296
809	5	2	282
809	5	3	272
809	5	4	359
809	5	5	175
810	6	2	34
810	6	3	113
810	6	4	32
810	6	5	109
811	1	1	185
811	1	2	484
811	1	3	431
811	1	4	333
811	1	5	371
812	2	1	508
812	2	2	437
812	2	3	539
812	2	4	416
812	2	5	355
813	3	1	345
813	3	2	376
813	3	3	503
813	3	4	389
813	3	5	280
814	4	1	186
814	4	2	320
814	4	3	249
814	4	4	258
814	4	5	180
815	5	1	259
815	5	2	497
815	5	3	454
815	5	4	282
815	5	5	415
816	6	2	101
816	6	3	57
816	6	5	27
817	1	1	166
817	1	2	349
817	1	3	136
817	1	4	282
817	1	5	371
818	2	1	416
818	2	2	470
818	2	3	397
818	2	4	384
818	2	5	409
819	3	1	259
819	3	2	408
819	3	3	529
819	3	4	329
819	3	5	229
820	4	1	237
820	4	2	296
820	4	3	312
820	4	4	70
820	4	5	240
821	5	1	185
821	5	2	470
821	5	3	386
821	5	4	179
821	5	5	393
822	6	1	69
822	6	2	84
822	6	3	170
822	6	4	32
822	6	5	55
823	1	1	499
823	1	2	524
823	1	3	454
823	1	4	436
823	1	5	524
824	2	1	739
824	2	2	521
824	2	3	510
824	2	4	608
824	2	5	218
825	3	1	280
825	3	2	470
825	3	3	370
825	3	4	448
825	3	5	255
826	4	1	322
826	4	2	616
826	4	3	395
826	4	4	258
826	4	5	360
827	5	1	259
827	5	2	524
827	5	3	612
827	5	4	282
827	5	5	306
828	6	1	46
828	6	2	84
828	6	3	85
828	6	5	82
829	1	1	203
829	1	2	578
829	1	3	635
829	1	4	333
829	1	5	437
830	2	1	208
830	2	2	588
830	2	3	397
830	2	4	224
830	2	5	191
831	3	1	388
831	3	2	517
831	3	3	450
831	3	4	418
831	3	5	561
832	4	1	254
832	4	2	456
832	4	3	665
832	4	4	376
832	4	5	300
833	5	1	351
833	5	2	430
833	5	3	386
833	5	4	410
833	5	5	218
834	6	1	23
834	6	2	50
834	6	3	113
834	6	4	160
835	1	1	370
835	1	2	444
835	1	3	386
835	1	4	333
835	1	5	393
836	2	1	393
836	2	2	336
836	2	3	397
836	2	4	448
836	2	5	328
837	3	1	367
837	3	2	392
837	3	3	159
837	3	4	329
837	3	5	357
838	4	1	254
838	4	2	419
838	4	3	374
838	4	4	70
838	4	5	240
839	5	1	296
839	5	2	497
839	5	3	567
839	5	4	205
839	5	5	328
840	6	1	46
840	6	2	34
840	6	3	28
840	6	4	64
840	6	5	55
841	7	5	24
842	1	1	444
842	1	2	538
842	1	3	431
842	1	4	333
842	1	5	524
843	2	1	578
843	2	2	504
843	2	3	425
843	2	4	256
843	2	5	437
844	3	1	280
844	3	2	502
844	3	3	344
844	3	4	179
844	3	5	433
845	4	1	186
845	4	2	394
845	4	3	229
845	4	4	258
845	4	5	260
846	5	1	166
846	5	2	484
846	5	3	181
846	5	4	205
846	5	5	218
847	6	1	46
847	6	2	134
847	6	3	227
847	6	4	64
847	6	5	27
848	7	1	20
849	1	1	499
849	1	2	417
849	1	3	748
849	1	4	384
849	1	5	568
850	2	1	462
850	2	2	806
850	2	3	425
850	2	4	320
850	2	5	464
851	3	1	496
851	3	2	674
851	3	3	476
851	3	4	149
851	3	5	510
852	4	2	12
853	7	1	501
853	7	2	684
853	7	3	983
853	7	4	500
853	7	5	686
854	1	1	388
854	1	2	430
854	1	3	318
854	1	4	205
854	1	5	459
855	2	1	462
855	2	2	706
855	2	3	482
855	2	4	352
855	2	5	682
856	3	1	323
856	3	2	376
856	3	3	423
856	3	4	149
856	3	5	204
857	4	1	407
857	4	2	456
857	4	3	249
857	4	4	211
857	4	5	460
858	5	1	314
858	5	2	336
858	5	3	431
858	5	4	282
858	5	5	262
859	6	1	69
859	6	2	151
859	6	3	57
859	6	4	32
860	1	1	388
860	1	2	578
860	1	3	499
860	1	4	307
860	1	5	218
861	2	1	508
861	2	2	521
861	2	3	397
861	2	4	448
861	2	5	382
862	3	1	259
862	3	2	690
862	3	3	529
862	3	4	299
862	3	5	255
863	4	1	68
863	4	2	517
863	4	3	187
863	4	4	211
863	4	5	200
864	5	1	388
864	5	2	390
864	5	3	272
864	5	4	231
864	5	5	284
865	6	1	23
865	6	2	84
865	6	3	28
865	6	4	64
865	6	5	55
866	1	1	425
866	1	2	349
866	1	3	363
866	1	4	256
866	1	5	590
867	2	1	485
867	2	2	739
867	2	3	482
867	2	4	384
867	2	5	355
868	3	1	496
868	3	2	596
868	3	3	397
868	3	4	568
868	3	5	255
869	4	1	203
869	4	2	296
869	4	3	333
869	4	4	258
869	4	5	420
870	5	1	425
870	5	2	645
870	5	3	318
870	5	4	359
870	5	5	633
871	6	2	34
871	6	5	27
872	1	1	591
872	1	2	780
872	1	3	680
872	1	4	333
872	1	5	895
873	2	1	462
873	2	2	907
873	2	3	539
873	2	4	640
873	2	5	1256
874	3	1	517
874	3	2	674
874	3	3	609
874	3	4	329
874	3	5	917
875	5	2	13
876	7	2	15
877	3	2	63
877	3	5	25
878	4	1	711
878	4	2	1096
878	4	3	686
878	4	4	540
878	4	5	1321
879	5	1	499
879	5	2	860
879	5	3	658
879	5	4	615
879	5	5	786
880	6	1	462
880	6	2	689
880	6	3	567
880	6	4	416
880	6	5	355
881	1	1	462
881	1	2	847
881	1	3	386
881	1	4	256
881	1	5	633
882	2	1	901
882	2	2	1109
882	2	3	312
882	2	4	705
882	2	5	519
883	3	1	474
883	3	2	831
883	3	3	476
883	3	4	269
883	3	5	408
884	4	1	508
884	4	2	444
884	4	3	478
884	4	4	235
884	4	5	400
885	5	1	277
885	5	2	444
885	5	3	431
885	5	4	205
885	5	5	459
886	6	1	69
886	6	2	50
886	6	3	85
886	6	4	32
886	6	5	27
887	7	4	28
888	1	1	462
888	1	2	645
888	1	3	431
888	1	4	410
888	1	5	459
889	2	1	716
889	2	2	1109
889	2	3	765
889	2	4	448
889	2	5	601
890	3	1	517
890	3	2	690
890	3	3	450
890	3	4	359
890	3	5	535
891	4	1	525
891	4	2	456
891	4	3	333
891	4	4	211
891	4	5	400
892	5	1	407
892	5	2	766
892	5	3	272
892	5	4	282
892	5	5	262
893	6	1	69
893	6	2	84
893	6	3	28
894	1	1	573
894	1	2	847
894	1	3	318
894	1	4	307
894	1	5	524
895	2	1	462
895	2	2	756
895	2	3	482
895	2	4	128
895	2	5	191
896	3	1	474
896	3	2	533
896	3	3	370
896	3	4	90
896	3	5	433
897	4	1	102
897	4	2	505
897	4	3	229
897	4	4	164
897	4	5	180
898	5	1	296
898	5	2	739
898	5	3	249
898	5	4	231
898	5	5	371
899	6	2	151
899	6	3	57
899	6	4	32
899	6	5	82
900	1	1	277
900	1	2	860
900	1	3	499
900	1	4	564
900	1	5	415
901	2	1	624
901	2	2	672
901	2	3	482
901	2	4	352
901	2	5	464
902	3	1	410
902	3	2	627
902	3	3	370
902	3	4	149
902	3	5	204
903	4	1	356
903	4	2	456
903	4	3	437
903	4	4	141
903	4	5	200
904	5	1	259
904	5	2	659
904	5	3	340
904	5	4	256
904	5	5	480
905	6	1	46
905	6	2	101
905	6	3	57
905	6	4	96
905	6	5	109
906	7	5	24
907	1	1	425
907	1	2	806
907	1	3	794
907	1	4	359
907	1	5	633
908	2	1	508
908	2	2	958
908	2	3	397
908	2	4	320
908	2	5	355
909	3	1	388
909	3	2	612
909	3	3	265
909	3	4	448
909	3	5	306
910	4	1	322
910	4	2	604
910	4	3	270
910	4	4	211
910	4	5	260
911	5	1	222
911	5	2	672
911	5	3	249
911	5	4	231
911	5	5	502
912	6	1	69
912	6	2	134
912	6	3	85
912	6	4	128
912	6	5	82
913	1	1	351
913	1	2	739
913	1	3	340
913	1	4	436
913	1	5	371
914	2	1	531
914	2	2	1008
914	2	3	227
914	2	4	256
914	2	5	246
915	3	1	410
915	3	2	596
915	3	3	185
915	3	4	299
915	3	5	408
916	4	1	203
916	4	2	591
916	4	3	353
916	4	4	423
916	4	5	300
917	5	1	388
917	5	2	820
917	5	3	386
917	5	4	231
917	5	5	349
918	6	1	139
918	6	2	202
918	6	3	85
918	6	4	32
918	6	5	82
919	1	1	462
919	1	2	793
919	1	3	318
919	1	4	256
919	1	5	568
920	2	1	254
920	2	2	638
920	2	3	340
920	2	4	224
920	2	5	491
921	3	1	302
921	3	2	768
921	3	3	450
921	3	4	359
921	3	5	178
922	4	1	390
922	4	2	579
922	4	3	353
922	4	4	258
922	4	5	280
923	5	1	370
923	5	2	820
923	5	3	318
923	5	4	282
923	5	5	480
924	6	1	69
924	6	2	168
924	6	3	113
924	6	4	32
924	6	5	27
925	1	1	610
925	1	2	820
925	1	3	816
925	1	4	743
925	1	5	677
926	2	1	462
926	2	2	689
926	2	3	340
926	2	4	416
926	2	5	628
927	3	1	280
927	3	2	627
927	3	3	291
927	3	4	508
927	3	5	357
928	4	1	339
928	4	2	394
928	4	3	229
928	4	4	235
928	4	5	300
929	5	1	351
929	5	2	605
929	5	3	295
929	5	4	307
929	5	5	612
930	6	1	116
930	6	2	17
930	6	3	28
930	6	4	96
930	6	5	55
931	1	1	628
931	1	2	484
931	1	3	272
931	1	4	538
931	1	5	306
932	2	1	323
932	2	2	672
932	2	3	255
932	2	4	384
932	2	5	464
933	3	1	668
933	3	2	643
933	3	3	503
933	3	4	478
933	3	5	433
934	4	1	390
934	4	2	456
934	4	3	187
934	4	4	258
934	4	5	200
935	5	1	370
935	5	2	484
935	5	3	499
935	5	4	307
935	5	5	480
936	6	1	92
936	6	2	118
936	6	3	57
936	6	4	128
936	6	5	55
937	1	1	314
937	1	2	591
937	1	3	295
937	1	4	333
937	1	5	524
938	2	1	554
938	2	2	554
938	2	3	539
938	2	4	288
938	2	5	246
939	3	1	388
939	3	2	659
939	3	3	291
939	3	4	568
939	3	5	433
940	4	1	305
940	4	2	345
940	4	3	249
940	4	4	235
940	4	5	280
941	5	1	554
941	5	2	726
941	5	3	386
941	5	4	384
941	5	5	874
942	6	1	116
942	6	2	134
942	6	3	113
942	6	4	64
942	6	5	55
943	1	1	388
943	1	2	336
943	1	3	318
943	1	4	307
943	1	5	262
944	2	1	878
944	2	2	554
944	2	3	482
944	2	4	448
944	2	5	409
945	3	1	1056
945	3	2	784
945	3	3	662
945	3	4	389
945	3	5	586
946	4	1	457
946	4	2	320
946	4	3	353
946	4	4	235
946	4	5	200
947	5	1	647
947	5	2	363
947	5	3	363
947	5	4	436
947	5	5	349
948	6	1	254
948	6	2	151
948	6	3	57
948	6	4	256
948	6	5	82
949	7	2	15
950	1	1	924
950	1	2	363
950	1	3	272
950	1	4	384
950	1	5	612
951	2	1	601
951	2	2	403
951	2	3	170
951	2	4	256
951	2	5	409
952	3	1	561
952	3	2	502
952	3	3	318
952	3	4	389
952	3	5	561
953	4	1	203
953	4	2	209
953	4	3	83
953	4	4	117
953	4	5	160
954	5	1	19
954	5	2	28
954	5	3	23
955	6	4	33
956	1	1	1178
956	1	2	1797
956	1	3	1190
956	1	4	1133
956	1	5	1123
957	2	1	1616
957	2	2	1814
957	2	3	1662
957	2	4	1219
957	2	5	758
958	3	1	954
958	3	2	1403
958	3	3	1198
958	3	4	676
958	3	5	786
959	4	1	453
959	4	2	1026
959	4	3	642
959	4	4	556
959	4	5	515
960	5	1	893
960	5	2	1465
960	5	3	1283
960	5	4	501
960	5	5	696
961	6	1	261
961	6	2	276
961	6	3	292
961	6	4	66
961	6	5	168
962	1	1	722
962	1	2	1438
962	1	3	1283
962	1	4	975
962	1	5	809
963	2	1	832
963	2	2	1071
963	2	3	612
963	2	4	659
963	2	5	674
964	3	1	665
964	3	2	935
964	3	3	844
964	3	4	584
964	3	5	603
965	4	1	418
965	4	2	532
965	4	3	406
965	4	4	193
965	4	5	350
966	5	1	570
966	5	2	871
966	5	3	910
966	5	4	290
966	5	5	337
967	6	1	95
967	6	2	259
967	6	3	87
967	6	4	132
967	6	5	84
968	1	1	684
968	1	2	1230
968	1	3	793
968	1	4	501
968	1	5	651
969	2	1	642
969	2	2	1659
969	2	3	1050
969	2	4	659
969	2	5	562
970	3	1	488
970	3	2	1242
970	3	3	980
970	3	4	400
970	3	5	577
971	4	1	523
971	4	2	925
971	4	3	556
971	4	4	435
971	4	5	412
972	5	1	456
972	5	2	843
972	5	3	583
972	5	4	290
972	5	5	472
973	6	1	119
973	6	2	225
973	6	3	29
973	6	5	56
974	1	1	665
974	1	2	1120
974	1	3	677
974	1	4	501
974	1	5	674
975	2	1	689
975	2	2	1227
975	2	3	700
975	2	4	659
975	2	5	590
976	3	1	865
976	3	2	1000
976	3	3	544
976	3	4	461
976	3	5	629
977	4	1	488
977	4	2	672
977	4	3	278
977	4	4	483
977	4	5	453
978	5	1	760
978	5	2	912
978	5	3	793
978	5	4	606
978	5	5	809
979	6	1	214
979	6	2	190
979	6	3	117
979	6	4	66
979	6	5	168
980	1	1	1121
980	1	2	1424
980	1	3	1353
980	1	4	685
980	1	5	1011
981	2	1	1212
981	2	2	1348
981	2	3	1225
981	2	4	1021
981	2	5	786
982	3	1	931
982	3	2	1355
982	3	3	1170
982	3	4	553
982	3	5	681
983	4	1	645
983	4	2	1128
983	4	3	984
983	4	4	580
983	4	5	906
984	5	1	855
984	5	2	1161
984	5	3	933
984	5	4	1028
984	5	5	786
985	6	1	356
985	6	2	432
985	6	3	175
985	6	4	264
985	6	5	337
986	4	4	24
987	7	1	680
987	7	2	1093
987	7	3	480
987	7	4	657
987	7	5	754
988	1	1	874
988	1	2	719
988	1	3	700
988	1	4	553
988	1	5	764
989	2	1	1331
989	2	2	1227
989	2	3	1196
989	2	4	856
989	2	5	927
990	3	1	931
990	3	2	871
990	3	3	572
990	3	4	523
990	3	5	472
991	4	1	627
991	4	2	659
991	4	3	535
991	4	4	821
991	4	5	412
992	5	1	551
992	5	2	664
992	5	3	397
992	5	4	764
992	5	5	359
993	6	1	261
993	6	2	173
993	6	3	87
993	6	4	231
993	6	5	28
994	1	1	836
994	1	2	650
994	1	3	560
994	1	4	474
994	1	5	517
995	2	1	927
995	2	2	864
995	2	3	467
995	2	4	692
995	2	5	365
996	3	1	466
996	3	2	468
996	3	3	218
996	3	4	676
996	3	5	393
997	4	1	436
997	4	2	393
997	4	3	171
997	4	4	314
997	4	5	227
998	5	1	684
998	5	2	387
998	5	3	373
998	5	4	237
998	5	5	202
999	6	1	119
999	6	2	138
999	6	3	58
999	6	4	165
999	6	5	84
1000	1	1	703
1000	1	2	594
1000	1	3	327
1000	1	4	474
1000	1	5	427
1001	2	1	475
1001	2	2	691
1001	2	3	612
1001	2	4	428
1001	2	5	421
1002	3	1	510
1002	3	2	468
1002	3	3	708
1002	3	4	400
1002	3	5	288
1003	4	1	331
1003	4	2	482
1003	4	3	385
1003	4	4	193
1003	4	5	227
1004	5	1	494
1004	5	2	608
1004	5	3	443
1004	5	4	422
1004	5	5	292
1005	6	1	95
1005	6	2	207
1005	6	3	58
1005	6	4	66
1006	1	1	551
1006	1	2	636
1006	1	3	303
1006	1	4	264
1006	1	5	449
1007	2	1	737
1007	2	2	363
1007	2	3	525
1007	2	4	494
1007	2	5	225
1008	3	1	510
1008	3	2	629
1008	3	3	381
1008	3	4	400
1008	3	5	472
1009	4	1	627
1009	4	2	469
1009	4	3	364
1009	4	4	266
1009	4	5	144
1010	5	1	399
1010	5	2	567
1010	5	3	303
1010	5	4	211
1010	5	5	292
1011	6	1	214
1011	6	2	69
1011	6	3	233
1011	6	4	66
1011	6	5	28
1012	1	1	798
1012	1	2	594
1012	1	3	280
1012	1	4	316
1012	1	5	449
1013	2	1	689
1013	2	2	674
1013	2	3	117
1013	2	4	593
1013	2	5	253
1014	3	1	665
1014	3	2	419
1014	3	3	191
1014	3	4	338
1014	3	5	341
1015	4	1	366
1015	4	2	355
1015	4	3	235
1015	4	4	386
1015	4	5	227
1016	5	1	494
1016	5	2	456
1016	5	3	327
1016	5	4	343
1016	5	5	157
1017	6	1	143
1017	6	2	86
1017	6	3	58
1017	6	4	99
1017	6	5	56
1018	1	1	798
1018	1	2	511
1018	1	3	607
1018	1	4	290
1018	1	5	270
1019	2	1	760
1019	2	2	397
1019	2	3	321
1019	2	4	231
1019	2	5	225
1020	3	1	621
1020	3	2	661
1020	3	3	218
1020	3	4	338
1020	3	5	210
1021	4	1	436
1021	4	2	406
1021	4	3	214
1021	4	4	242
1021	4	5	288
1022	5	1	570
1022	5	2	594
1022	5	3	350
1022	5	4	395
1022	5	5	359
1023	6	1	71
1023	6	2	69
1023	6	3	117
1023	6	4	165
1023	6	5	84
1024	1	1	931
1024	1	2	982
1024	1	3	700
1024	1	4	422
1024	1	5	404
1025	2	1	903
1025	2	2	968
1025	2	3	379
1025	2	4	593
1025	2	5	365
1026	3	1	577
1026	3	2	645
1026	3	3	218
1026	3	4	523
1026	3	5	314
1027	4	1	331
1027	4	2	482
1027	4	3	513
1027	4	4	386
1027	4	5	432
1028	5	1	627
1028	5	2	954
1028	5	3	420
1028	5	4	316
1028	5	5	202
1029	6	1	24
1029	6	2	52
1029	6	3	58
1029	6	4	33
1029	6	5	28
1030	2	1	808
1030	2	2	1382
1030	2	3	467
1030	2	4	560
1030	2	5	786
1031	3	1	732
1031	3	2	726
1031	3	3	490
1031	3	4	277
1031	3	5	288
1032	4	1	436
1032	4	2	393
1032	4	3	235
1032	4	4	242
